"id","nct_id","name","removed"
38917152,"NCT00043602","United States",FALSE
38781161,"NCT00043628","United States",FALSE
38985857,"NCT00044096","United States",FALSE
38905521,"NCT00044174","United States",FALSE
38794235,"NCT00044200","United States",FALSE
38653411,"NCT00044213","United States",FALSE
38653412,"NCT00044213","Canada",FALSE
38542039,"NCT00044265","United States",FALSE
39009127,"NCT00044616","United States",FALSE
38536450,"NCT00044798","United States",FALSE
38556661,"NCT00044915","United States",FALSE
38556662,"NCT00044915","Australia",FALSE
38556663,"NCT00044915","Austria",FALSE
38556664,"NCT00044915","Belgium",FALSE
38556665,"NCT00044915","Canada",FALSE
38556666,"NCT00044915","Finland",FALSE
38556667,"NCT00044915","France",FALSE
38556668,"NCT00044915","Germany",FALSE
38556669,"NCT00044915","Hungary",FALSE
38556670,"NCT00044915","Israel",FALSE
38556671,"NCT00044915","Italy",FALSE
38556672,"NCT00044915","Netherlands",FALSE
38556673,"NCT00044915","Spain",FALSE
38556674,"NCT00044915","Sweden",FALSE
38556675,"NCT00044915","United Kingdom",FALSE
38769786,"NCT00044980","United States",FALSE
38652079,"NCT00044993","United States",FALSE
38665367,"NCT00045006","United States",FALSE
38592472,"NCT00045032","Argentina",FALSE
38592473,"NCT00045032","Australia",FALSE
38592474,"NCT00045032","Austria",FALSE
38592475,"NCT00045032","Belgium",FALSE
38592476,"NCT00045032","Brazil",FALSE
38592477,"NCT00045032","Canada",FALSE
38592478,"NCT00045032","Chile",FALSE
38592479,"NCT00045032","China",FALSE
38592480,"NCT00045032","Colombia",FALSE
38592481,"NCT00045032","Croatia",FALSE
38592482,"NCT00045032","Denmark",FALSE
38592483,"NCT00045032","France",FALSE
38592484,"NCT00045032","Germany",FALSE
38592485,"NCT00045032","Greece",FALSE
38592486,"NCT00045032","Guatemala",FALSE
38592487,"NCT00045032","Hong Kong",FALSE
38592488,"NCT00045032","Hungary",FALSE
38592489,"NCT00045032","Ireland",FALSE
38592490,"NCT00045032","Israel",FALSE
38592491,"NCT00045032","Italy",FALSE
38592492,"NCT00045032","Japan",FALSE
38592493,"NCT00045032","Korea, Republic of",FALSE
38592494,"NCT00045032","Netherlands",FALSE
38592495,"NCT00045032","Poland",FALSE
38592496,"NCT00045032","Portugal",FALSE
38592497,"NCT00045032","Russian Federation",FALSE
38592498,"NCT00045032","Singapore",FALSE
38592499,"NCT00045032","South Africa",FALSE
38592500,"NCT00045032","Spain",FALSE
38592501,"NCT00045032","Sweden",FALSE
38592502,"NCT00045032","Switzerland",FALSE
38592503,"NCT00045032","Thailand",FALSE
38592504,"NCT00045032","United Kingdom",FALSE
38516593,"NCT00045097","United States",FALSE
39069746,"NCT00045123","United States",FALSE
38540100,"NCT00045227","United States",FALSE
38773953,"NCT00045292","United States",FALSE
38898011,"NCT00045331","United States",FALSE
38654132,"NCT00045591","United States",FALSE
38535253,"NCT00045773","United States",FALSE
38612599,"NCT00045838","United States",FALSE
38460564,"NCT00045916","United States",FALSE
38954475,"NCT00046215","United States",FALSE
38562519,"NCT00046397","United States",FALSE
38605289,"NCT00046566","United States",FALSE
38612782,"NCT00046826","United States",FALSE
38715292,"NCT00046865","United States",FALSE
39037391,"NCT00046891","United States",FALSE
38877803,"NCT00046943","United States",FALSE
38730128,"NCT00047099","Germany",FALSE
38524116,"NCT00047255","United States",FALSE
38900006,"NCT00047580","United States",FALSE
38567144,"NCT00047671","United States",FALSE
38518260,"NCT00047749","United States",FALSE
38830100,"NCT00047970","United States",FALSE
38498643,"NCT00048477","United States",FALSE
38948571,"NCT00048815","United States",FALSE
39035018,"NCT00048841","United States",FALSE
39092558,"NCT00049062","United States",FALSE
38863155,"NCT00049244","United States",FALSE
38928284,"NCT00049257","United States",FALSE
38751046,"NCT00049296","United States",FALSE
38884737,"NCT00049309","United States",FALSE
38559226,"NCT00049452","United States",FALSE
38970519,"NCT00049608","United States",FALSE
38967999,"NCT00049660","Belgium",FALSE
38968000,"NCT00049660","France",FALSE
38968001,"NCT00049660","Germany",FALSE
38968002,"NCT00049660","Slovenia",FALSE
38968003,"NCT00049660","United Kingdom",FALSE
38548289,"NCT00050037","United States",FALSE
38566849,"NCT00050141","United States",FALSE
38566850,"NCT00050141","Belgium",FALSE
38566851,"NCT00050141","France",FALSE
38566852,"NCT00050141","Netherlands",FALSE
