,nct_id,start_date,phase,year,BreastCancer,ProstateCancer,Stroke,HeartFailure,Pain,Obesity,Cancer,Depression,Hypertension,Anxiety,UnitedStates,Canada,China,France,Germany,UnitedKingdom,Korea,Italy,Spain,Turkey
1,NCT00455039,2023/7/31,PHASE1/PHASE2,2023,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,NCT00573586,2020/12/31,NA,2020,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,NCT00623389,2018/6/1,NA,2018,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,NCT00737893,2017/7/1,PHASE2,2017,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5,NCT00908856,2016/1/31,PHASE1,2016,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,NCT00999557,2016/1/31,NA,2016,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7,NCT01014000,2015/6/30,NA,2015,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,NCT01123486,2015/1/31,NA,2015,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9,NCT01187368,2020/3/31,NA,2020,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10,NCT01422096,2018/6/1,EARLY_PHASE1,2018,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11,NCT01422707,2018/1/19,EARLY_PHASE1,2018,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12,NCT01422733,2018/6/1,EARLY_PHASE1,2018,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13,NCT01422746,2017/3/20,EARLY_PHASE1,2017,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14,NCT01422759,2016/12/9,NA,2016,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15,NCT01481532,2024/8/31,PHASE1,2024,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
16,NCT01494259,2016/1/31,PHASE4,2016,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17,NCT01530984,2015/6/30,PHASE2,2015,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18,NCT01600131,2015/6/22,NA,2015,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
19,NCT01710293,2017/1/27,NA,2017,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20,NCT01740323,2015/5/31,PHASE2,2015,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21,NCT01748123,2016/8/31,PHASE4,2016,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
22,NCT01773486,2015/6/30,PHASE2,2015,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23,NCT01799031,2015/7/31,NA,2015,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24,NCT01816152,2020/1/1,NA,2020,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
25,NCT01816763,2015/6/30,NA,2015,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,NCT01817374,2015/6/30,NA,2015,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27,NCT01821833,2016/5/24,NA,2016,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
28,NCT01831544,2015/7/15,NA,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
29,NCT01842399,2015/7/14,PHASE1/PHASE2,2015,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
30,NCT01845506,2021/12/31,NA,2021,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
31,NCT01859104,2015/9/30,NA,2015,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
32,NCT01881022,2015/6/30,NA,2015,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
33,NCT01885364,2015/6/30,NA,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34,NCT01886742,2017/9/1,PHASE4,2017,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
35,NCT01900561,2015/4/17,NA,2015,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
36,NCT01904799,2015/1/2,NA,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37,NCT01906476,2015/2/28,NA,2015,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
38,NCT01909167,2020/6/1,NA,2020,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
39,NCT01912729,2016/1/31,NA,2016,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
40,NCT01918215,2015/7/31,NA,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
41,NCT01938248,2015/5/31,PHASE4,2015,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0
42,NCT01952054,2015/2/9,PHASE2,2015,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
43,NCT01952925,2019/3/31,NA,2019,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
44,NCT01972867,2021/5/13,NA,2021,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
45,NCT01987414,2015/8/31,NA,2015,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
46,NCT01988649,2015/4/30,NA,2015,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
47,NCT01997866,2015/1/31,NA,2015,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
48,NCT02006979,2016/1/15,PHASE1,2016,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
49,NCT02047019,2017/12/1,PHASE3,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
50,NCT02057042,2015/6/1,NA,2015,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
51,NCT02059408,2015/9/30,NA,2015,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
52,NCT02064764,2015/2/28,NA,2015,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
53,NCT02073682,2015/7/16,PHASE3,2015,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
54,NCT02077010,2020/6/15,PHASE1,2020,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
55,NCT02082665,2015/2/19,PHASE1,2015,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
56,NCT02085642,2015/3/31,NA,2015,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
57,NCT02095184,2015/5/25,NA,2015,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
58,NCT02101320,2015/5/20,NA,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
59,NCT02109796,2015/2/19,NA,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
60,NCT02112227,2015/3/1,NA,2015,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
61,NCT02114164,2016/8/31,NA,2016,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
62,NCT02114450,2015/11/20,NA,2015,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
63,NCT02116335,2015/6/30,NA,2015,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
64,NCT02117700,2015/4/30,PHASE1/PHASE2,2015,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
65,NCT02124772,2015/1/15,PHASE1/PHASE2,2015,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
66,NCT02127073,2015/1/30,PHASE2,2015,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
67,NCT02131649,2015/2/28,NA,2015,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
68,NCT02133703,2015/10/31,NA,2015,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
69,NCT02133885,2023/1/30,PHASE1/PHASE2,2023,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
70,NCT02133898,2016/2/29,NA,2016,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
71,NCT02134275,2015/7/31,NA,2015,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
72,NCT02138448,2017/1/31,NA,2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
73,NCT02147626,2015/9/21,NA,2015,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
74,NCT02151682,2015/4/29,PHASE2/PHASE3,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0
75,NCT02156752,2015/1/31,NA,2015,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
76,NCT02157519,2015/2/18,NA,2015,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
77,NCT02163304,2015/8/31,NA,2015,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
78,NCT02165839,2015/1/31,NA,2015,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
79,NCT02166658,2015/8/31,PHASE2,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
80,NCT02168829,2016/1/31,PHASE4,2016,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
81,NCT02175641,2015/7/31,NA,2015,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
82,NCT02181231,2016/6/1,PHASE1/PHASE2,2016,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
83,NCT02183272,2016/8/31,PHASE2/PHASE3,2016,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
84,NCT02185404,2016/1/28,NA,2016,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
85,NCT02185417,2016/6/15,PHASE3,2016,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
86,NCT02185612,2016/10/31,NA,2016,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
87,NCT02187991,2015/2/12,PHASE2,2015,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
88,NCT02188485,2015/1/31,NA,2015,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
89,NCT02188732,2015/1/31,NA,2015,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
90,NCT02192333,2015/8/3,NA,2015,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
91,NCT02192905,2015/12/31,NA,2015,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
92,NCT02194842,2015/10/31,PHASE3,2015,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0
93,NCT02200003,2015/2/28,PHASE2,2015,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
94,NCT02200341,2015/8/31,NA,2015,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
95,NCT02201381,2022/5/23,PHASE3,2022,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
96,NCT02203513,2015/1/20,PHASE2,2015,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
97,NCT02203552,2015/6/23,PHASE2,2015,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
98,NCT02204098,2015/1/7,PHASE1,2015,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
99,NCT02204462,2015/3/12,PHASE1,2015,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
100,NCT02204709,2015/6/30,NA,2015,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
101,NCT02205177,2016/1/15,NA,2016,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
102,NCT02205203,2019/1/1,NA,2019,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
103,NCT02206984,2015/9/30,PHASE2,2015,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
104,NCT02209233,2015/2/28,NA,2015,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
105,NCT02209610,2015/7/1,EARLY_PHASE1,2015,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
106,NCT02210468,2015/5/31,PHASE1/PHASE2,2015,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
107,NCT02213575,2024/4/15,PHASE2,2024,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
108,NCT02214004,2015/3/31,PHASE2,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
109,NCT02214459,2015/7/31,NA,2015,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
110,NCT02215408,2015/1/20,NA,2015,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
111,NCT02215421,2015/6/30,NA,2015,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
112,NCT02216773,2015/7/31,NA,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
113,NCT02220426,2015/9/1,PHASE1,2015,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
114,NCT02220829,2016/6/30,PHASE3,2016,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
115,NCT02223299,2015/11/30,NA,2015,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
116,NCT02223377,2015/1/31,NA,2015,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
117,NCT02224599,2017/7/28,PHASE1/PHASE2,2017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
118,NCT02225015,2015/1/31,PHASE1,2015,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
119,NCT02225990,2015/7/31,NA,2015,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
120,NCT02227160,2016/5/31,NA,2016,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
121,NCT02227589,2015/1/16,NA,2015,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
122,NCT02229084,2015/1/14,PHASE1/PHASE2,2015,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
123,NCT02230280,2017/5/8,NA,2017,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
124,NCT02232438,2015/1/31,NA,2015,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
125,NCT02233491,2015/8/31,NA,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
126,NCT02234362,2015/6/12,PHASE4,2015,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
127,NCT02234453,2016/10/31,NA,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
128,NCT02235870,2015/2/28,NA,2015,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
129,NCT02236806,2015/7/31,PHASE3,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
130,NCT02240602,2015/7/31,PHASE3,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
131,NCT02243891,2015/5/31,PHASE4,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
132,NCT02245230,2015/1/31,PHASE1,2015,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
133,NCT02248675,2015/2/28,NA,2015,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
134,NCT02251834,2015/1/31,NA,2015,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
135,NCT02252003,2015/5/21,NA,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
136,NCT02252978,2016/7/31,PHASE2,2016,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
137,NCT02253641,2015/4/30,NA,2015,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
138,NCT02255318,2015/1/31,NA,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
139,NCT02256345,2015/1/31,PHASE2,2015,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
140,NCT02258204,2015/3/31,PHASE1/PHASE2,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
141,NCT02260518,2015/1/31,NA,2015,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
142,NCT02262377,2015/4/30,NA,2015,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
143,NCT02262910,2015/1/31,PHASE1,2015,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
144,NCT02266134,2015/6/30,NA,2015,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
145,NCT02266823,2015/10/31,NA,2015,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
146,NCT02268071,2015/3/10,NA,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
147,NCT02269345,2015/2/28,NA,2015,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
148,NCT02269371,2015/2/28,NA,2015,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
149,NCT02274493,2015/7/8,NA,2015,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
150,NCT02275403,2015/4/13,PHASE2,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
151,NCT02275819,2016/6/6,NA,2016,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
152,NCT02276729,2015/4/30,NA,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
153,NCT02276807,2015/3/23,NA,2015,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
154,NCT02277756,2015/5/29,NA,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
155,NCT02278471,2015/12/31,PHASE2,2015,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
156,NCT02279290,2015/7/13,NA,2015,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
157,NCT02279420,2015/1/5,NA,2015,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
158,NCT02282137,2015/5/31,PHASE2,2015,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
159,NCT02283047,2015/1/31,NA,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
160,NCT02283294,2015/4/30,PHASE3,2015,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
161,NCT02283697,2015/9/30,NA,2015,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
162,NCT02285933,2015/1/31,NA,2015,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
163,NCT02286440,2015/2/28,NA,2015,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
164,NCT02286466,2015/2/18,NA,2015,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
165,NCT02287675,2015/1/19,PHASE4,2015,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
166,NCT02289248,2015/2/28,PHASE1,2015,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
167,NCT02289716,2015/7/10,PHASE3,2015,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
168,NCT02290106,2015/3/2,NA,2015,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
169,NCT02290353,2015/4/30,NA,2015,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
170,NCT02290496,2015/3/31,NA,2015,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
171,NCT02290678,2015/2/28,NA,2015,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
172,NCT02290834,2015/3/31,NA,2015,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
173,NCT02291055,2015/4/30,PHASE1/PHASE2,2015,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
174,NCT02292251,2015/5/31,NA,2015,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
175,NCT02292667,2015/1/31,PHASE3,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
176,NCT02293954,2015/11/11,NA,2015,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
177,NCT02294149,2015/1/31,PHASE3,2015,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
178,NCT02294903,2015/3/31,NA,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
179,NCT02295059,2017/8/9,NA,2017,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
180,NCT02295449,2015/6/9,NA,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
181,NCT02296177,2015/7/31,NA,2015,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
182,NCT02296801,2015/1/31,PHASE2,2015,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
183,NCT02297906,2015/2/28,PHASE1,2015,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
184,NCT02299219,2016/1/31,NA,2016,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
185,NCT02299414,2015/6/30,PHASE4,2015,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
186,NCT02301234,2015/3/25,PHASE3,2015,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0
187,NCT02301988,2015/2/17,PHASE2,2015,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
188,NCT02302612,2015/1/31,NA,2015,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
189,NCT02303327,2015/1/31,PHASE3,2015,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
190,NCT02304913,2015/1/31,NA,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
191,NCT02305602,2015/9/30,PHASE1,2015,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
192,NCT02306265,2015/5/31,NA,2015,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
193,NCT02306759,2015/1/31,PHASE4,2015,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
194,NCT02307058,2015/2/5,NA,2015,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
195,NCT02307942,2015/7/29,NA,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
196,NCT02308020,2015/4/20,PHASE2,2015,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0
197,NCT02308176,2015/9/30,NA,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
198,NCT02308592,2015/1/31,NA,2015,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
199,NCT02309372,2015/4/30,NA,2015,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
200,NCT02309944,2015/5/31,NA,2015,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
201,NCT02311738,2015/1/31,NA,2015,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
202,NCT02311881,2015/1/31,PHASE3,2015,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
203,NCT02311959,2015/2/9,PHASE3,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
204,NCT02312375,2015/3/31,NA,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
205,NCT02312583,2015/1/31,NA,2015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
206,NCT02312934,2015/8/31,PHASE2,2015,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
207,NCT02315781,2015/1/31,NA,2015,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
208,NCT02316509,2015/3/17,PHASE1,2015,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
209,NCT02317003,2015/3/16,NA,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
210,NCT02317432,2015/7/31,NA,2015,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
211,NCT02317783,2018/1/31,PHASE2,2018,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
212,NCT02319980,2015/5/31,PHASE3,2015,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
213,NCT02321527,2015/7/31,NA,2015,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
214,NCT02321618,2015/2/17,NA,2015,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
215,NCT02322411,2015/1/31,NA,2015,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
216,NCT02322814,2015/3/12,PHASE2,2015,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0
217,NCT02322931,2015/1/31,NA,2015,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
218,NCT02323204,2015/2/17,NA,2015,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
